voltage,current,temperature,humidity,power,fault
248.02857225639664,5.257960621774133,37.959754525911094,36.24074561769746,1304.1244659989939,0
212.323344486728,6.130144947537079,38.03345035229626,58.32290311184182,1301.5728774494903,0
248.79639408647978,5.910877165202741,26.370173320348286,37.27299868828403,1470.6049245905556,0
222.1696897183815,3.910916805609546,32.95835055926347,41.649165607921674,868.8871732166766,0
215.57975442608168,2.398940215478918,30.99085529881075,48.24279936868144,517.1629425357966,0
225.29847965068652,9.966461771613577,38.670515729919195,64.39761626945283,2245.4286846412265,1
228.0199700787817,0.5862222475391324,48.266052670545584,52.53152871382157,133.67037934338913,0
210.63865008880856,2.0008098665439684,27.230763980780353,57.330540753018326,421.4478893731907,0
243.32779646944658,1.6268702478005186,31.731818227197223,37.28944351152249,395.8627525390027,0
271.35400655639984,1.1878797547333515,45.268543237849954,47.990165334790625,322.33593075412847,1
247.06635463175178,5.227267973066736,29.79622306417506,52.81775897621598,1291.4820427889044,0
248.44688097397398,5.989470016407984,42.41960330412142,51.58768529556319,1488.0651442637004,0
248.61021229056553,4.44572260996345,28.2799754606763,41.850940228163296,1105.2520418479805,0
210.62545626964777,3.2521096245914025,31.84644554526709,41.73952698872152,684.977073518477,0
217.9536961635522,5.123722692866225,43.70526621593617,54.23839899124046,1116.7342990272625,0
262.3173811905026,6.178620555253561,38.69894380482674,43.23592099410597,1620.7595634239233,1
222.4392928686265,2.613691593173856,41.888185350141924,55.502298854208526,581.3877097622664,0
165.31707499015158,6.830272572334622,45.467414727982515,58.86918084659493,1129.1606830438184,1
220.24273291045296,0.7628183319998038,41.319886690573625,34.43563283247325,168.00519415383002,0
218.06876809341585,6.322463371877876,34.261106695463354,52.53102287905534,1378.7317988211526,0
215.57325817623502,4.428712965305812,36.1952327390502,38.122448989390776,954.7120834583092,0
237.7913973215882,9.760935678030515,44.97416192535173,41.82534743350856,2321.06653404502,1
228.2613828193164,1.9198628419094184,32.495298436110986,65.33121035675472,438.23054711766645,0
214.88351818802693,2.815935947500337,47.20485324637262,40.88528997538541,605.0982233910075,0
210.02081507981262,2.7916975661720986,29.143437744740872,36.58623412571767,586.3145983037933,0
229.39319885435933,5.000834213786757,28.082370013955646,39.76502088991097,1147.1573572408693,0
218.7505687829228,4.127663013112718,32.115085131741225,32.59568988435926,902.92863186264,0
219.87504251354406,5.025977773458624,41.36811769773326,35.923477198136,1105.0870766113426,0
234.38257335919587,9.005358046457722,22.059150049999573,41.14585856946446,2110.6989929497017,1
237.22821806219068,9.061869166634272,37.911326582923664,52.11572356285312,2149.7310747133574,1
213.2341330533086,2.902753964399129,27.264798148322775,62.12559025519583,618.9662250657029,0
249.3369256357937,3.092358875889595,44.49295619658152,61.93380499938205,771.0392550768705,0
230.32795106962874,5.022783244140732,45.75076414441159,43.03835620807539,1156.8873732897976,0
238.44598129752072,5.7617567999081505,30.45997961875188,33.847062043656834,1373.8677541517616,0
